attendance_id,student_id,course_id,class_date,status
163,4,7,2025-03-07,Present
164,4,7,2025-03-14,Present
165,4,7,2025-02-26,Absent
166,4,7,2025-01-28,Absent
167,4,7,2025-03-14,Present
168,4,7,2025-02-07,Present
169,4,7,2025-01-31,Absent
170,4,7,2025-01-18,Present
171,4,8,2025-01-20,Present
172,4,8,2025-01-07,Absent
173,4,8,2025-01-07,Present
174,4,8,2025-01-07,Present
175,4,8,2025-02-22,Present
176,4,8,2025-02-21,Absent
177,4,8,2025-02-10,Present
178,4,8,2025-01-31,Absent
179,4,8,2025-02-08,Present
180,4,8,2025-03-14,Present
181,4,3,2025-03-01,Absent
182,4,3,2025-01-24,Absent
183,4,3,2025-01-18,Absent
184,4,3,2025-02-13,Present
185,4,3,2025-02-12,Present
186,4,3,2025-01-20,Absent
187,4,3,2025-01-23,Present
188,4,3,2025-01-20,Present
189,4,3,2025-02-23,Absent
190,4,3,2025-01-16,Present
191,4,10,2025-01-25,Present
192,4,10,2025-01-05,Absent
193,4,10,2025-01-12,Absent
194,4,10,2025-02-10,Absent
195,4,10,2025-03-26,Present
196,4,10,2025-01-30,Absent
197,4,10,2025-02-04,Absent
198,4,10,2025-01-11,Absent
199,4,10,2025-03-14,Present
200,4,10,2025-01-31,Absent
201,5,9,2025-01-21,Absent
202,5,9,2025-03-01,Absent
203,5,9,2025-02-10,Present
204,5,9,2025-01-26,Absent
205,5,9,2025-02-25,Present
206,5,9,2025-01-26,Absent
207,5,9,2025-03-12,Present
208,5,9,2025-03-17,Present
209,5,9,2025-02-22,Present
210,5,9,2025-02-13,Absent
211,5,10,2025-03-14,Present
212,5,10,2025-01-05,Absent
213,5,10,2025-03-10,Present
214,5,10,2025-01-29,Absent
215,5,10,2025-03-16,Absent
216,5,10,2025-03-15,Absent
217,5,10,2025-03-20,Present
218,5,10,2025-01-14,Present
219,5,10,2025-01-20,Present
220,5,10,2025-01-01,Absent
221,5,5,2025-02-26,Absent
222,5,5,2025-01-21,Absent
223,5,5,2025-03-10,Absent
224,5,5,2025-03-10,Present
225,5,5,2025-02-17,Present
226,5,5,2025-03-24,Present
227,5,5,2025-01-12,Present
228,5,5,2025-01-30,Absent
229,5,5,2025-01-22,Absent
230,5,5,2025-02-18,Absent
231,5,1,2025-03-25,Present
232,5,1,2025-01-10,Present
233,5,1,2025-03-09,Present
234,5,1,2025-03-21,Absent
235,5,1,2025-03-04,Present
236,5,1,2025-03-19,Absent
237,5,1,2025-02-06,Absent
238,5,1,2025-01-30,Present
239,5,1,2025-01-12,Absent
240,5,1,2025-01-26,Absent
241,5,6,2025-03-13,Absent
242,5,6,2025-01-31,Present
243,5,6,2025-02-24,Present
244,5,6,2025-01-13,Present
245,5,6,2025-03-13,Absent
246,5,6,2025-02-22,Present
247,5,6,2025-01-21,Present
248,5,6,2025-02-10,Absent
249,5,6,2025-01-28,Absent
250,5,6,2025-01-03,Absent
251,6,1,2025-03-23,Absent
252,6,1,2025-02-15,Present
253,6,1,2025-03-09,Present
254,6,1,2025-03-03,Present
255,6,1,2025-02-05,Absent
256,6,1,2025-02-02,Absent
257,6,1,2025-03-26,Absent
258,6,1,2025-03-21,Absent
259,6,1,2025-02-04,Absent
260,6,1,2025-03-13,Present
261,6,6,2025-03-03,Absent
262,6,6,2025-02-03,Absent
263,6,6,2025-01-02,Present
264,6,6,2025-01-07,Absent
265,6,6,2025-01-05,Present
266,6,6,2025-01-22,Absent
267,6,6,2025-03-26,Present
268,6,6,2025-03-08,Present
269,6,6,2025-03-25,Absent
270,6,6,2025-01-26,Present
271,6,8,2025-03-13,Absent
272,6,8,2025-03-25,Absent
273,6,8,2025-02-05,Absent
274,6,8,2025-03-29,Absent
275,6,8,2025-03-30,Absent
276,6,8,2025-03-17,Absent
277,6,8,2025-03-26,Absent
278,6,8,2025-03-07,Present
279,6,8,2025-02-24,Absent
280,6,8,2025-03-10,Absent
281,6,10,2025-02-11,Present
282,6,10,2025-01-14,Absent
283,6,10,2025-02-02,Absent
284,6,10,2025-02-07,Present
285,6,10,2025-03-25,Absent
286,6,10,2025-01-04,Absent
287,6,10,2025-02-02,Absent
288,6,10,2025-03-30,Absent
289,6,10,2025-02-22,Present
290,6,10,2025-03-26,Absent
291,6,7,2025-01-03,Absent
292,6,7,2025-03-09,Absent
293,6,7,2025-02-09,Absent
294,6,7,2025-01-23,Absent
295,6,7,2025-01-25,Present
296,6,7,2025-01-22,Present
297,6,7,2025-03-07,Present
298,6,7,2025-03-09,Present
299,6,7,2025-02-12,Absent
300,6,7,2025-01-18,Present
301,7,4,2025-01-31,Absent
302,7,4,2025-01-30,Absent
303,7,4,2025-01-28,Present
304,7,4,2025-02-04,Absent
305,7,4,2025-02-12,Absent
306,7,4,2025-02-16,Present
307,7,4,2025-02-10,Absent
308,7,4,2025-02-14,Present
309,7,4,2025-01-23,Absent
310,7,4,2025-03-05,Present
311,7,5,2025-01-17,Absent
312,7,5,2025-02-17,Absent
313,7,5,2025-01-24,Present
314,7,5,2025-01-02,Absent
315,7,5,2025-03-30,Absent
316,7,5,2025-02-25,Absent
317,7,5,2025-03-16,Absent
318,7,5,2025-02-06,Present
319,7,5,2025-03-12,Absent
320,7,5,2025-01-07,Present
321,7,7,2025-01-03,Present
322,7,7,2025-03-25,Present
323,7,7,2025-01-07,Absent
324,7,7,2025-01-25,Present
325,7,7,2025-02-02,Present
326,7,7,2025-01-06,Absent
327,7,7,2025-02-11,Absent
328,7,7,2025-02-26,Absent
329,7,7,2025-02-01,Present
330,7,7,2025-02-01,Present
331,7,10,2025-02-26,Present
332,7,10,2025-01-29,Absent
333,7,10,2025-02-20,Present
334,7,10,2025-02-26,Present
335,7,10,2025-03-29,Absent
336,7,10,2025-02-03,Absent
337,7,10,2025-03-11,Absent
338,7,10,2025-03-10,Absent
339,7,10,2025-02-12,Present
340,7,10,2025-03-05,Absent
341,7,9,2025-03-13,Present
342,7,9,2025-01-15,Absent
343,7,9,2025-02-13,Present
344,7,9,2025-01-24,Absent
345,7,9,2025-01-10,Absent
346,7,9,2025-02-16,Present
347,7,9,2025-03-06,Present
348,7,9,2025-01-02,Present
349,7,9,2025-01-20,Absent
350,7,9,2025-02-04,Absent
351,8,3,2025-03-22,Absent
352,8,3,2025-03-15,Absent
353,8,3,2025-03-03,Present
354,8,3,2025-03-13,Absent
355,8,3,2025-01-05,Absent
356,8,3,2025-03-26,Absent
357,8,3,2025-03-11,Present
358,8,3,2025-03-21,Absent
359,8,3,2025-01-30,Absent
360,8,3,2025-02-14,Absent
361,8,7,2025-03-20,Present
362,8,7,2025-03-15,Absent
363,8,7,2025-03-09,Present
364,8,7,2025-03-18,Present
365,8,7,2025-03-17,Present
366,8,7,2025-01-24,Absent
367,8,7,2025-03-17,Present
368,8,7,2025-03-06,Present
369,8,7,2025-01-29,Present
370,8,7,2025-01-25,Present
371,8,4,2025-02-14,Present
372,8,4,2025-01-26,Absent
373,8,4,2025-02-01,Absent
374,8,4,2025-01-04,Absent
375,8,4,2025-01-21,Present
376,8,4,2025-03-11,Absent
377,8,4,2025-03-06,Present
378,8,4,2025-02-18,Present
379,8,4,2025-02-27,Absent
380,8,4,2025-03-25,Absent
381,8,10,2025-01-03,Present
382,8,10,2025-01-21,Present
383,8,10,2025-01-07,Absent
384,8,10,2025-02-12,Absent
385,8,10,2025-01-01,Absent
386,8,10,2025-01-24,Present
387,8,10,2025-02-04,Present
388,8,10,2025-01-31,Present
389,8,10,2025-03-04,Absent
390,8,10,2025-02-13,Present
391,8,6,2025-02-27,Present
392,8,6,2025-02-21,Present
393,8,6,2025-03-23,Absent
394,8,6,2025-03-04,Absent
395,8,6,2025-02-09,Present
396,8,6,2025-01-18,Absent
397,8,6,2025-01-22,Present
398,8,6,2025-01-10,Absent
399,8,6,2025-02-27,Absent
400,8,6,2025-02-20,Absent
401,9,6,2025-01-31,Absent
402,9,6,2025-02-05,Absent
403,9,6,2025-02-12,Present
404,9,6,2025-03-23,Absent
405,9,6,2025-02-05,Absent
406,9,6,2025-03-10,Absent
407,9,6,2025-03-21,Present
408,9,6,2025-03-12,Absent
409,9,6,2025-03-21,Present
410,9,6,2025-02-07,Present
411,9,8,2025-02-21,Absent
412,9,8,2025-02-27,Present
413,9,8,2025-03-21,Present
414,9,8,2025-01-31,Absent
415,9,8,2025-02-11,Present
416,9,8,2025-03-15,Present
417,9,8,2025-03-30,Absent
418,9,8,2025-03-09,Present
419,9,8,2025-03-23,Absent
420,9,8,2025-01-22,Absent
421,9,1,2025-02-08,Present
422,9,1,2025-02-17,Absent
423,9,1,2025-03-12,Absent
424,9,1,2025-01-25,Present
425,9,1,2025-03-20,Absent
426,9,1,2025-03-29,Present
427,9,1,2025-02-28,Present
428,9,1,2025-03-12,Absent
429,9,1,2025-03-24,Absent
430,9,1,2025-03-09,Present
431,9,10,2025-02-23,Present
432,9,10,2025-01-05,Absent
433,9,10,2025-01-04,Absent
434,9,10,2025-02-06,Present
435,9,10,2025-01-02,Absent
436,9,10,2025-02-20,Present
437,9,10,2025-02-11,Absent
438,9,10,2025-01-18,Present
439,9,10,2025-01-26,Present
440,9,10,2025-01-22,Absent
441,9,9,2025-01-27,Absent
442,9,9,2025-03-16,Absent
443,9,9,2025-02-13,Absent
444,9,9,2025-01-10,Absent
445,9,9,2025-03-21,Absent
446,9,9,2025-03-28,Absent
447,9,9,2025-01-04,Present
448,9,9,2025-02-26,Present
449,9,9,2025-01-02,Present
450,9,9,2025-01-27,Present
451,10,10,2025-01-02,Absent
452,10,10,2025-02-24,Present
453,10,10,2025-03-08,Absent
454,10,10,2025-01-16,Present
455,10,10,2025-02-24,Absent
456,10,10,2025-03-10,Present
457,10,10,2025-01-03,Absent
458,10,10,2025-03-19,Absent
459,10,10,2025-01-13,Present
460,10,10,2025-01-04,Present
461,10,3,2025-02-15,Absent
462,10,3,2025-02-02,Absent
463,10,3,2025-01-27,Present
464,10,3,2025-03-18,Absent
465,10,3,2025-03-08,Present
466,10,3,2025-01-27,Absent
467,10,3,2025-03-02,Present
468,10,3,2025-03-04,Present
469,10,3,2025-02-13,Absent
470,10,3,2025-03-09,Present
471,10,7,2025-01-08,Absent
472,10,7,2025-02-09,Absent
473,10,7,2025-03-02,Absent
474,10,7,2025-01-14,Present
475,10,7,2025-01-05,Absent
476,10,7,2025-01-20,Present
477,10,7,2025-02-22,Present
478,10,7,2025-03-20,Present
479,10,7,2025-02-09,Absent
480,10,7,2025-02-03,Absent
481,10,8,2025-03-07,Present
482,10,8,2025-01-08,Present
483,10,8,2025-02-25,Present
484,10,8,2025-03-26,Present
485,10,8,2025-02-15,Present
486,10,8,2025-02-16,Absent
487,10,8,2025-03-12,Absent
488,10,8,2025-03-24,Present
489,10,8,2025-01-02,Absent
490,10,8,2025-03-25,Absent
491,10,5,2025-01-24,Absent
492,10,5,2025-02-07,Absent
493,10,5,2025-02-04,Present
494,10,5,2025-03-09,Present
495,10,5,2025-01-23,Absent
496,10,5,2025-03-27,Present
497,10,5,2025-03-29,Absent
498,10,5,2025-01-05,Present
499,10,5,2025-01-25,Present
500,10,5,2025-02-22,Present
501,11,4,2025-03-30,Present
502,11,4,2025-03-21,Absent
503,11,4,2025-02-07,Present
504,11,4,2025-03-10,Absent
505,11,4,2025-03-01,Absent
506,11,4,2025-01-09,Present
507,11,4,2025-02-20,Absent
508,11,4,2025-02-01,Absent
509,11,4,2025-01-28,Absent
510,11,4,2025-02-28,Absent
511,11,8,2025-03-05,Present
512,11,8,2025-01-30,Present
513,11,8,2025-03-06,Absent
514,11,8,2025-01-07,Absent
515,11,8,2025-02-18,Absent
516,11,8,2025-02-08,Absent
517,11,8,2025-02-19,Absent
518,11,8,2025-02-14,Absent
519,11,8,2025-01-30,Present
520,11,8,2025-01-29,Present
521,11,10,2025-02-06,Absent
522,11,10,2025-02-05,Absent
523,11,10,2025-02-24,Present
524,11,10,2025-01-02,Absent
525,11,10,2025-03-17,Present
526,11,10,2025-03-02,Absent
527,11,10,2025-01-25,Present
528,11,10,2025-03-20,Absent
529,11,10,2025-01-16,Absent
530,11,10,2025-03-12,Absent
531,11,1,2025-03-04,Absent
532,11,1,2025-01-27,Absent
533,11,1,2025-03-18,Present
534,11,1,2025-02-09,Absent
535,11,1,2025-01-11,Absent
536,11,1,2025-01-16,Present
537,11,1,2025-03-21,Present
538,11,1,2025-01-16,Present
539,11,1,2025-03-10,Absent
540,11,1,2025-03-15,Present
541,11,3,2025-02-09,Present
542,11,3,2025-01-28,Present
543,11,3,2025-02-23,Absent
544,11,3,2025-03-02,Absent
545,11,3,2025-01-09,Present
546,11,3,2025-02-19,Absent
547,11,3,2025-01-31,Present
548,11,3,2025-02-27,Present
549,11,3,2025-03-09,Absent
550,11,3,2025-01-29,Present
551,12,10,2025-03-09,Absent
552,12,10,2025-03-10,Present
553,12,10,2025-02-21,Absent
554,12,10,2025-02-02,Absent
555,12,10,2025-02-27,Present
556,12,10,2025-03-28,Absent
557,12,10,2025-03-22,Present
558,12,10,2025-01-13,Present
559,12,10,2025-01-31,Absent
560,12,10,2025-02-12,Absent
561,12,6,2025-03-16,Present
562,12,6,2025-03-06,Absent
563,12,6,2025-03-23,Present
564,12,6,2025-01-30,Present
565,12,6,2025-01-22,Present
566,12,6,2025-03-15,Present
567,12,6,2025-01-12,Absent
568,12,6,2025-03-22,Present
569,12,6,2025-01-22,Present
570,12,6,2025-01-01,Present
571,12,9,2025-01-30,Absent
572,12,9,2025-02-03,Present
573,12,9,2025-02-13,Present
574,12,9,2025-02-06,Absent
575,12,9,2025-03-25,Present
576,12,9,2025-01-17,Absent
577,12,9,2025-03-11,Present
578,12,9,2025-02-03,Absent
579,12,9,2025-01-21,Present
580,12,9,2025-02-19,Present
581,12,3,2025-03-25,Absent
582,12,3,2025-01-09,Present
583,12,3,2025-01-04,Present
584,12,3,2025-02-28,Present
585,12,3,2025-03-19,Absent
586,12,3,2025-03-10,Absent
587,12,3,2025-02-05,Absent
588,12,3,2025-01-14,Present
589,12,3,2025-03-12,Absent
590,12,3,2025-02-09,Present
591,12,7,2025-01-22,Present
592,12,7,2025-01-13,Present
593,12,7,2025-02-12,Present
594,12,7,2025-01-06,Present
595,12,7,2025-02-26,Absent
596,12,7,2025-03-17,Absent
597,12,7,2025-01-28,Present
598,12,7,2025-03-20,Present
599,12,7,2025-03-22,Absent
600,12,7,2025-02-18,Absent
601,13,3,2025-02-16,Present
602,13,3,2025-02-24,Present
603,13,3,2025-02-05,Present
604,13,3,2025-02-20,Present
605,13,3,2025-02-16,Present
606,13,3,2025-01-07,Absent
607,13,3,2025-02-23,Absent
608,13,3,2025-02-01,Absent
609,13,3,2025-03-21,Absent
610,13,3,2025-01-29,Present
611,13,10,2025-01-07,Present
612,13,10,2025-03-07,Absent
613,13,10,2025-01-05,Present
614,13,10,2025-03-06,Present
615,13,10,2025-03-17,Absent
616,13,10,2025-02-09,Present
617,13,10,2025-01-14,Absent
618,13,10,2025-01-22,Present
619,13,10,2025-03-14,Present
620,13,10,2025-03-18,Absent
621,13,9,2025-02-16,Absent
622,13,9,2025-03-01,Present
623,13,9,2025-01-01,Present
624,13,9,2025-01-20,Absent
625,13,9,2025-01-24,Absent
626,13,9,2025-03-03,Present
627,13,9,2025-03-20,Present
628,13,9,2025-03-25,Absent
629,13,9,2025-01-04,Present
630,13,9,2025-02-05,Present
631,13,8,2025-03-23,Absent
632,13,8,2025-02-09,Absent
633,13,8,2025-01-07,Present
634,13,8,2025-01-29,Absent
635,13,8,2025-03-26,Absent
636,13,8,2025-02-06,Absent
637,13,8,2025-03-15,Present
638,13,8,2025-03-16,Absent
639,13,8,2025-02-27,Present
640,13,8,2025-01-30,Present
641,13,7,2025-01-09,Present
642,13,7,2025-02-06,Present
643,13,7,2025-01-14,Absent
644,13,7,2025-03-09,Present
645,13,7,2025-03-24,Present
646,13,7,2025-01-27,Present
647,13,7,2025-02-24,Absent
648,13,7,2025-03-19,Absent
649,13,7,2025-01-11,Absent
650,13,7,2025-03-25,Absent
651,14,8,2025-01-08,Absent
652,14,8,2025-01-02,Present
653,14,8,2025-03-10,Present
654,14,8,2025-01-11,Absent
655,14,8,2025-02-17,Present
656,14,8,2025-01-17,Absent
657,14,8,2025-03-14,Present
658,14,8,2025-03-18,Present
659,14,8,2025-02-08,Present
660,14,8,2025-02-24,Absent
661,14,6,2025-01-01,Absent
662,14,6,2025-02-06,Present
663,14,6,2025-03-12,Absent
664,14,6,2025-02-02,Absent
665,14,6,2025-02-11,Present
666,14,6,2025-02-17,Present
667,14,6,2025-01-16,Present
668,14,6,2025-02-11,Present
669,14,6,2025-02-20,Absent
670,14,6,2025-03-11,Present
671,14,7,2025-03-25,Absent
672,14,7,2025-03-29,Present
673,14,7,2025-02-21,Absent
674,14,7,2025-01-19,Present
675,14,7,2025-03-11,Present
676,14,7,2025-01-01,Present
677,14,7,2025-01-30,Present
678,14,7,2025-02-23,Present
679,14,7,2025-01-11,Present
680,14,7,2025-01-25,Absent
681,14,10,2025-03-17,Absent
682,14,10,2025-01-06,Absent
683,14,10,2025-03-23,Present
684,14,10,2025-01-13,Absent
685,14,10,2025-01-23,Present
686,14,10,2025-01-31,Absent
687,14,10,2025-03-22,Present
688,14,10,2025-01-31,Present
689,14,10,2025-02-27,Absent
690,14,10,2025-03-08,Absent
691,14,2,2025-03-27,Absent
692,14,2,2025-02-03,Present
693,14,2,2025-02-05,Absent
694,14,2,2025-02-18,Present
695,14,2,2025-02-24,Absent
696,14,2,2025-03-21,Absent
697,14,2,2025-02-16,Absent
698,14,2,2025-02-10,Present
699,14,2,2025-02-13,Absent
700,14,2,2025-02-24,Present
701,15,10,2025-03-05,Absent
702,15,10,2025-02-16,Present
703,15,10,2025-01-07,Absent
704,15,10,2025-02-04,Present
705,15,10,2025-01-24,Present
706,15,10,2025-02-16,Present
707,15,10,2025-02-11,Present
708,15,10,2025-02-14,Present
709,15,10,2025-03-22,Present
710,15,10,2025-03-17,Present
711,15,5,2025-03-02,Present
712,15,5,2025-01-15,Absent
713,15,5,2025-01-06,Absent
714,15,5,2025-02-02,Absent
715,15,5,2025-02-19,Present
716,15,5,2025-03-02,Present
717,15,5,2025-01-04,Present
718,15,5,2025-03-15,Absent
719,15,5,2025-01-25,Present
720,15,5,2025-03-29,Absent
721,15,9,2025-02-13,Present
722,15,9,2025-02-04,Absent
723,15,9,2025-02-07,Absent
724,15,9,2025-01-15,Absent
725,15,9,2025-02-06,Present
726,15,9,2025-03-26,Absent
727,15,9,2025-03-08,Present
728,15,9,2025-02-08,Present
729,15,9,2025-03-29,Present
730,15,9,2025-03-30,Present
731,15,6,2025-02-18,Present
732,15,6,2025-01-22,Absent
733,15,6,2025-02-17,Present
734,15,6,2025-01-02,Absent
735,15,6,2025-02-23,Absent
736,15,6,2025-01-26,Absent
737,15,6,2025-02-28,Absent
738,15,6,2025-03-22,Present
739,15,6,2025-03-11,Absent
740,15,6,2025-03-20,Present
741,15,2,2025-01-26,Absent
742,15,2,2025-03-11,Present
743,15,2,2025-02-18,Absent
744,15,2,2025-03-28,Absent
745,15,2,2025-02-14,Present
746,15,2,2025-01-05,Absent
747,15,2,2025-03-26,Absent
748,15,2,2025-03-09,Absent
749,15,2,2025-03-08,Present
750,15,2,2025-01-29,Present
751,16,9,2025-02-08,Present
752,16,9,2025-02-27,Present
753,16,9,2025-03-04,Absent
754,16,9,2025-02-10,Present
755,16,9,2025-03-23,Present
756,16,9,2025-03-06,Absent
757,16,9,2025-01-05,Present
758,16,9,2025-02-14,Absent
759,16,9,2025-02-27,Present
760,16,9,2025-03-28,Absent
761,16,7,2025-02-09,Absent
762,16,7,2025-03-14,Present
763,16,7,2025-01-25,Present
764,16,7,2025-01-19,Present
765,16,7,2025-03-04,Absent
766,16,7,2025-03-20,Absent
767,16,7,2025-01-21,Present
768,16,7,2025-02-21,Present
769,16,7,2025-01-25,Absent
770,16,7,2025-02-27,Present
771,16,8,2025-01-07,Present
772,16,8,2025-03-25,Present
773,16,8,2025-01-15,Absent
774,16,8,2025-02-23,Absent
775,16,8,2025-03-02,Absent
776,16,8,2025-03-09,Present
777,16,8,2025-03-30,Present
778,16,8,2025-03-09,Present
779,16,8,2025-01-17,Absent
780,16,8,2025-01-17,Present
781,16,3,2025-03-18,Present
782,16,3,2025-02-06,Absent
783,16,3,2025-02-23,Present
784,16,3,2025-03-10,Present
785,16,3,2025-02-15,Absent
786,16,3,2025-02-03,Absent
787,16,3,2025-01-08,Absent
788,16,3,2025-03-23,Absent
789,16,3,2025-01-30,Absent
790,16,3,2025-02-26,Absent
791,16,4,2025-03-06,Absent
792,16,4,2025-01-03,Absent
793,16,4,2025-01-01,Present
794,16,4,2025-01-09,Present
795,16,4,2025-02-04,Present
796,16,4,2025-02-23,Present
797,16,4,2025-01-10,Present
798,16,4,2025-01-29,Present
799,16,4,2025-01-04,Present
800,16,4,2025-01-24,Present
801,17,8,2025-01-24,Absent
802,17,8,2025-02-21,Absent
803,17,8,2025-01-04,Absent
804,17,8,2025-03-17,Absent
805,17,8,2025-03-13,Present
806,17,8,2025-03-07,Absent
807,17,8,2025-03-26,Present
808,17,8,2025-02-16,Absent
809,17,8,2025-01-14,Absent
810,17,8,2025-01-22,Absent
811,17,10,2025-02-18,Absent
812,17,10,2025-03-15,Present
813,17,10,2025-02-20,Present
814,17,10,2025-03-15,Present
815,17,10,2025-01-03,Absent
816,17,10,2025-02-21,Present
817,17,10,2025-02-17,Present
818,17,10,2025-02-01,Absent
819,17,10,2025-03-09,Present
820,17,10,2025-02-10,Present
821,17,9,2025-03-17,Present
822,17,9,2025-03-15,Absent
823,17,9,2025-02-26,Absent
824,17,9,2025-02-02,Present
825,17,9,2025-02-26,Absent
826,17,9,2025-02-26,Absent
827,17,9,2025-03-25,Present
828,17,9,2025-03-14,Present
829,17,9,2025-03-07,Absent
830,17,9,2025-03-13,Absent
831,17,2,2025-01-22,Present
832,17,2,2025-02-10,Present
833,17,2,2025-01-08,Absent
834,17,2,2025-02-26,Present
835,17,2,2025-02-13,Present
836,17,2,2025-01-15,Present
837,17,2,2025-01-16,Present
838,17,2,2025-03-30,Present
839,17,2,2025-02-08,Present
840,17,2,2025-02-01,Present
841,17,7,2025-02-04,Present
842,17,7,2025-01-03,Absent
843,17,7,2025-01-24,Absent
844,17,7,2025-03-05,Present
845,17,7,2025-03-17,Absent
846,17,7,2025-03-07,Present
